,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
1286,3/15/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At approximately 10:30 a.m. on March 15, 2017, an employee was installing piping for a gas line the roof of a commercial building. The employee went to get materials by the edge of the building and fell approximately 30 feet to the concrete sidewalk below. The employee was hospitalized and treated for unspecified injuries. "
1287,3/15/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:30 a.m. on March 15, 2017, an employee was removing the mylar coating off of a stainless steel pipe.  The employee was wearing cut-resistant gloves and had placed the steel pipe onto a lathe so the employee could sand off the coating.  The employee's hand was pulled into the machine when his glove became caught on the steel pipe.  The employee amputated the right middle and ring fingers at the far distal joint.  The employee was hospitalized and treated for his injuries. "
1288,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 9:30 a.m. on March 15, 2017, Employee #1 was digging a tunnel under a concrete porch when a portion of the concrete slab collapsed. Employee #1 was crushed under the concrete slab and killed. "
1289,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:45 p.m. on March 15, 2017, an employee was operating the Weber Bag Machine #10 in manufacturing dog food bags.  The employee crawled underneath the machine to clean up a glue spill and place buckets to catch the overflow. The employees hair became tangled with the spinning roller above her head and it tore off a patch of hair and scalp.  The employee was hospitalized and treated for her injuries. "
1290,3/15/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 9:00 a.m. on March 15, 2017, an employee was replacing an elevator cable. The employee's leg got caught in the cable slack and fractured their lower leg. "
1291,3/15/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 9:00 a.m. on March 15, 2017, Employee #1 was measuring an area of a concrete block wall standing on a fabricated frame scaffold.  He fell approximately 6 to 7 feet and fractured his skull and ribs and severed his spine.  Employee #1 was killed. "
1292,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:45 a.m. on March 15, 2017, an employee was a passenger of an off road vehicle being tested on a state vehicular recreation area.  The employee was injured when the driver attempted to drive over a run-off ditch and struck the opposite face of the ditch.  The employee suffered an injury to their back. The employee was hospitalized and treated for his injuries. "
1293,3/15/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","A 9:30 a.m. on March 15, 2017, an employee was moving a steel plate when one of the tacks broke.  The employee fractured both hands and several fingers when the steel plate fell on top of his hands. The employee was hospitalized and treated for his injuries. "
1294,3/15/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 8:30 a.m. on March 15, 2017, an employee was standing by a conveyor machine. He was run over by concrete truck. The employee was hospitalized and treated for fractured leg. "
1295,3/15/2017,,,,V,V,Male,Employee,Head Trauma,"At 8:25 a.m. on March 15, 2017, an employee tried to straighten a 150 lb wooden board while operating a Resaw machine.  The employee was hit in the shoulder when the board flew up from the machine.  The employee suffered a broken left shoulder fracture.  The employee was hospitalized and treated for his injuries. "
1296,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:00 a.m. on March 15, 2017, an employee was operating a shear.  The employee had removed the machine guard at the area and came into contact with the hold downs.  The employee crushed several fingers.  The initial report did not identify which fingers or hand that was involved.  The employee was hospitalized and treated for his injuries. "
1297,3/15/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 8:00 p.m. on March 15, 2017, an employee was clearing a jam that occurred in the knotching head area on Cleat Line Number 41.  The employee turned off the cleat line from the control station and removed the barrier guard that covered the knotching head.  Using a metal bar, the employee slid a metal bar towards the notching head and it hit the head as it was still rotating and caught his left hand between the metal bar and the frame of the knotching head.  The employee suffered a partial amputation to the left hand thumb above the first joint and fractures to his left hand index and pinky finger.. "
1298,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 8:15 a.m. on march 15, 2017, an employee was walking in front of a GEHL rough terrain forklift so as to steady a piece of equipment being carried on the forks by a sling and shackles. The employee tripped and fell and the forklift rolled up on his leg and hips and then had to back off him. The employee fractured foot, leg, both hips and pelvis. The employee was hospitalized and treated for his injuries. "
1299,3/15/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 8:00 a.m. on March 15, 2017, a employee, who was a delivery driver, had justarrived at a warehouse for an approximate 10am trip. While carrying coffee and a donut, he walked down the warehouse east-side aisle that was located in line with the facility Supervisor's desk to say good morning to a coworker who was pulling an order. The employee was struck by a heavy box weighing approximately 200 lbs. in the left lower leg causing a compound fracture at his ankle. The employee was hospitalized for 6 days. The incident investigation revealed that a contractor group had stood heavy boxes containing headboards on the west side of the aisle while pulling other boxes to load in their truck, which the employee was stuck by one of those boxes. "
1300,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 7:15 a.m. on March 15, 2017, Employee #1, living in his company van, was found by a coworker dead of a heart attack. "
1301,3/15/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 7:30 a.m. on March 15, 2017, an employee checking an air pump amputates her finger when the tip of her index finger is caught in a moving piston. "
1302,3/15/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 6:20 p.m. on March 15, 2017, an employee was guiding a forklift operator to load 4-5 guardrail posts on to a flatbed trailer, Utility Trailer, GVWR-36300 Kg., VIN-1UYFS2457 and License Plate Number 4GJ6062, while standing on the top of the deck approximately 5 feet above ground level.  As he walked backward, the employee stepped off the deck and fell onto the concrete floor with his back.  The employee tried to hold onto the guard posts but the entire load fell on him.  The operator removed the posts off him and the employee suffered a fracture on his lower back and his rib cage collapsed.  The employee was taken to Corona Regional Medical Center and later transferred to Riverside Community Hospital by ambulance where he was hospitalized for five days and surgery was performed on his lower back. "
1303,3/15/2017,,,,V,V,Male,Employee,Fire Burn,"At 5:30 p.m. on March 15, 2017, an employee was removing broken pieces of refractory from the hopper opening using a water hose.  The employee was engulfed with hot ash when the wall in front of him collapsed and the employee rolled into a fetal position within the hopper.  The employee received severe burns to at least 65% of their body. "
1304,3/15/2017,,,,V,V,Male,Employee,Electrocution,"At approximately 2:30 p.m. on March 15, 2017, an employee was replacing light fixtures. He made contact with live wire. The electricity shocked the employee and he fell off of the ladder, injuring his shoulder. The employee was hospitalized and treated for his injuries. "
